id,type,title,latitude,longitude,address,description,phone,website
287,Community,"Foreign Affairs & Trade, Australian Government Department of",-34.9246468,138.5974936,"5th Floor, 55 Currie St, Adelaide, South Australia","Passports - issues new and replacement passports to Australian citizens in Australia and overseas
Travel advice and information for people travelling overseas
Assistance to Australians overseas through consular offices
Information on global issues - including security and international cooperation
Overseas aid and support to developing countries - through AusAID, www.ausaid.gov.au
Trade policy - to support economic activity within Australia, export and international business - through Austrade, www.austrade.gov.au",08 8403 4899,www.smartraveller.gov.au
288,Community,Migration Museum,-34.886488,138.601772,"82 Kintore Ave, Adelaide, South Australia","Exhibitions and events on the immigration and settlement history of South Australia
Guided tours
Education programs
School holiday programs
Settlement square - commemorative record of arrivals to Australia
Permanent exhibition of the history of the site - Adelaide's Destitute Asylum
Volunteer program - volunteers assist in areas including cataloguing, library, research, oral history and events",,www.history.sa.gov.au
289,Community,Asbestos Victims Association (SA) Inc.,-34.925684,138.597321,"Level 3, 60 Waymouth St, Adelaide, South Australia","Support for people affected by asbestos
Advice on legal representation when lodging a claim for asbestos related diseases
Advocacy for changes to state laws relating to victims rights
Public education and awareness regarding the dangers of exposure to asbestos",,www.avasa.asn.au
290,Community,"Further Education, Employment, Science & Technology, Department of",-34.925938,138.598763,"Level 4, 11 Waymouth St, Adelaide, South Australia","<a href=""?q=intref/CISADOC1/872"">TAFE SA</a> - vocational education and training
<a href=""?q=intref/CISADOC1/2961"">South Australia Works</a>
Policy advice in vocational education and training and higher education recognition
Higher Education service - coordination of SA Government's strategic activity in education",08 8226 3821,www.dfeest.sa.gov.au
291,Community,"Planning, Transport & Infrastructure, Department of",-34.922016,138.597284,"Level 12, Roma Mitchell House, 136 North Tce, Adelaide, South Australia","Public transport services - <a href=""?q=intref/CISADOC1/1882"">Adelaide Metro</a> - metropolitan public transport services and country passenger transport services
Building management
Corporate services
Lands, vehicle registration and licensing
<a href=""/org/201718-Office_for_Recreation_%2526_Sport"">Office for Recreation &amp; Sport</a>
Strategic projects 
Transport services",08 8343 2222,www.dpti.sa.gov.au
292,Community,"Primary Industries & Regions, Department of",-34.92454,138.600919,"Level 4, 25 Grenfell St, Adelaide, South Australia","Agricultural and horticultural industry and policy development
Fisheries and aquaculture management and industry development
Minerals and petroleum exploration and development
Sustainable resources management including soil, landcare and productive use of water",08 8226 0900,www.pir.sa.gov.au
293,Community,"Premier & Cabinet, Department of the",-34.927671,138.600807,"State Administration Centre, 200 Victoria Sq, Adelaide, South Australia","Provides support to the Premier and Cabinet and contributes to the economic, cultural and environmental development of South Australia",08 8226 3500,www.premcab.sa.gov.au
294,Community,"Treasury & Finance, Department of",-34.927671,138.600807,"State Administration Centre, 200 Victoria Sq, Adelaide, South Australia","Provides economic and policy advice and financial services to, and on behalf of, the Government of South Australia",08 8226 9500,www.treasury.sa.gov.au
295,Community,Fred's Van,-34.927083,138.591329,"202 Franklin St, Adelaide, South Australia","Meals - provision of free food and drink to people in need in the Adelaide metropolitan area
Donated books, comics and magazines provided to clients",08 8112 8700,www.vinnies.org.au
296,Community,Blind Sporting Council Inc.,-34.923451,138.605806,"The Block, Room 10, 1st Floor, 2 Hindmarsh Sq, Adelaide, South Australia","Funds allocation
Information about recreation and sport activities for blind and vision impaired people
Advocacy for participation of blind and vision impaired people in the sport, recreation or community activity of their choice",,www.blindsport.com.au
297,Community,Sturt Street Community School Child Care Centre,-34.9334478,138.5898059,"221-239 Sturt St, Adelaide, South Australia","Child care - full and part day care
Occasional care, 9am - 11.45am
Pre-school education
Outside school hours care
Vacation care",08 8231 3100,
298,Community,Office of the Guardian for Children & Young People,-34.9241167,138.6016941,"Level 4, East, 50 Grenfell St, Adelaide, South Australia","Advocacy for and promotion of the best interests and rights of children and young people who are under the guardianship or custody of the Minister for Families and Communities
Provision of independent monitoring of the circumstances of children and young people in out of home care
Provision of advice to the Minister regarding the needs of children in state care",08 8226 8570,www.gcyp.sa.gov.au
299,Community,Royal Society of SA Inc.,-34.920854,138.6045122,"c/- SA Museum, North Tce, Adelaide, South Australia","Annual program of presentations on matters of scientific interest
Library
Publications",08 8207 7590,www.adelaide.edu.au/rssa
300,Community,Restless Dance Theatre,-34.9333055,138.5898333,"234a Sturt St, Adelaide, South Australia","Performing dance company
Community dance workshops for young people with and without a disability",,www.restlessdance.org
301,Community,Royal South Australian Society of Arts Inc.,-34.9213885,138.6018407,"Level 1, Institute Bldg, cnr North Tce and Kintore Ave, Adelaide, South Australia","Promotion of visual arts and artists in South Australia
Gallery - regular exhibitions of members' works
Workshops and activities - on different aspects of arts practice",8232 0450,www.rsasarts.com.au/
302,Community,Adelaide Zoo,-34.9129458,138.6069437,"Adelaide Zoo, Frome Rd, Adelaide, South Australia","Bistro/Cafe
Wheelchairs and strollers for hire
Regular free guided tours and free Keeper talks",08 8267 3255,www.adelaidezoo.com.au
303,Community,Australian Experimental Art Foundation,-34.921025,138.608667,"Lion Arts Centre, North Tce, Adelaide, South Australia","Gallery space - ongoing exhibition program presenting local, national and international work that expands current debates and ideas in contemporary art and culture
Bookshop - Dark Horsey Bookshop specialising in books on art and art theory, new media art, film and media, philosophy relating to art and literature, cultural studies and feminism, avant-garde literature, art magazines, books and catalogues
Artists studios - non-residential leased studio spaces for visual artists",08 8211 7505,www.aeaf.org.au
304,Community,Royal Geographical Society of SA Inc.,-34.921025,138.608667,"Mortlock Wing, State Library of SA, North Tce, Adelaide, South Australia","Monthly talks/lectures, day excursions and coach and camping tours
Educational program- including monthly talks on geographical topics, day excursions and coach and camping tours
Publications - annual journal and bi-monthly newsletter, GeoNews; other occasional publications
Library - over 30,000 volumes including rare and valuable books on world exploration and early Australiana as well as modern reference books. Open to the public. RGSSA members are eligible to borrow from the collection
Scientific study - collection of data for scientific research",08 8207 7265,www.rgssa.org.au
305,Community,Personnel Employment,-34.9242885,138.5885078,"Level 1, 260 Currie St, Adelaide, South Australia","Disability Employment Network (DEN) - specialist assistance for job seekers with disabilities
Job training to prepare job seekers for work
School to work transition program",08 8414 7000,www.pe.org.au
306,Community,Corporates4Communities,-34.934303,138.599278,"24 Gilbert St, Adelaide, South Australia",Matching business volunteers with not-for-profit community organisations to create community-business partnerships,08 8212 7771,www.corporates4communities.com
307,Community,Adelaide South West Community Centre,-34.9333888,138.5923855,"171 Sturt St, Adelaide, South Australia","Adult community education - offers a range of classes and courses including Feldenkrais, ESL, rostrum and Chinese conversation
Art exhibition space
Equipment for use at the centre - two sewing machines,  guillotine and shredder
Immunisation clinic, monthly 3rd Tues 2.30pm - 4.30pm
Justice of the Peace, weekly, Thurs
Meeting/activity space for local groups
Office facilities - photocopying, computer, internet access
Tool and equipment library - proof of identity required
Cargo bike for loan",08 8212 3533,www.adelaidecitycouncil.com
308,Community,Mapland,-34.925173,138.603294,"Level 1,, 100 Pirie St, Adelaide, South Australia",Retail outlet providing a range of mapping and aerial photography products and services,,www.mapland.sa.gov.au
309,Community,Adelaide Botanic Garden,-34.921025,138.608667,"North Tce, Adelaide, South Australia","Botanic gardens - including Adelaide International Rose Garden, Bicentennial Conservatory, SA Water Mediterranean Garden and State Herbarium
Adelaide Botanic Garden Education Service - student programs, teacher training, resources and special events. Contact Education Officer, tel. 8222 9344
Friends of the Botanic Gardens, tel. 8222 9367 - provide volunteer support and fundraising
Free guided walks 10.30am daily from the Visitor Information Centre at Schomburgk Pavilion (Christmas and Good Friday excepted)
Library - available to the public by appointment only, tel. 8222 9325
Museum of Economic Botany - closed to the public until early 2009
Botanic Park - large park adjacent to gardens for public recreation and events",8222 9311,www.environment.sa.gov.au/botanicgardens
310,Community,Adelaide Repertory Theatre,-34.9301558,138.6029221,"Arts Theatre, 53 Angas St, Adelaide, South Australia",Community theatre company - presents annual season of plays,08 8212 5777,www.adelaiderep.com
311,Community,Office for Women,-34.924352,138.6035627,"Ground Floor, 101 Grenfell St, Adelaide, South Australia","Provision of policy advice to government on the interests and concerns of South Australian women
Provision of statewide information and referral services through the <a href=""?q=intref/CISADOC1/7"">Women's Information Service</a>",08 8303 0961,www.officeforwomen.sa.gov.au
312,Community,Asbestos Diseases Society of SA,-34.9324108,138.6071911,"30-40 Hurtle Sq, Adelaide, South Australia","Support for people affected by asbestos-related disease - including regular support meetings
Loss and grief counselling - provided by social worker
Home and hospital visits
Links to community services
Health information on asbestos-related disease
Monthly newsletter by mail or email attachment",08 8359 2423,www.adssa-inc.com.au
313,Community,University of the Third Age Adelaide Inc.,-34.9317549,138.608486,"59 Regent St South, Adelaide, South Australia","Adult community education - including history, literature, languages, geography, computers, music, walks and visits",8359 3307,www.adelaideu3a.on.net
314,Community,Southaustralia.biz Funding & Grants Register,-34.924477,138.604654,"Dept of Trade & Economic Development, The Conservatory, 131-139 Grenfell St, Adelaide, South Australia","Information about grants and funding opportunities provided by government agencies, corporate bodies and non-government organisations
Information about preparing effective funding submissions",,www.southaustralia.biz/fundingandgrants
315,Community,Families SA - Youth Justice Directorate,-34.9219796,138.5945568,"Level 7, EDS Centre, 108 North Tce, Adelaide, South Australia",,,www.dfc.sa.gov.au
316,Community,Country Health SA,-34.921846,138.599886,"Level 1 and 2, 22 King William St, Adelaide, South Australia","Health services - planning and funding of hospitals, community health services, residential aged care, community health, mental health and domiciliary care services",08 8226 6120,www.countryhealthsa.sa.gov.au
317,Community,Product Safety,-34.9242978,138.6032394,"91-97 Grenfell St, Adelaide, South Australia","Monitoring and enforcing of safety legislation to ensure that products do not present a risk of injury or impairment to the health of the user
Information and advice on unsafe and hazardous products, product recalls",13 1882,www.cbs.sa.gov.au
318,Community,Residential Tenancies Tribunal,-34.925173,138.603294,"4th Floor, 100 Pirie St, Adelaide, South Australia","Resolution of disputes regarding residential tenancy (within $10,000), residential park matters (within $40,000) and retirement village matters",8226 8989,www.sa.gov.au/tenancy/tribunal
319,Community,National Council for Single Mothers & their Children Inc.,-34.92507,138.60224,"102a Gawler Pl, Adelaide, South Australia","Advocacy on behalf of single mothers, sole parent families and member organisations
Analysis and research - government policy and programs, social trends and sole parent issues
Community education
Information and referral - including information for single mothers regarding new and proposed changes to the Child Support Scheme, income support recipients and family law",1300 725 470,www.ncsmc.org.au
320,Community,Fair Work Ombudsman,-34.9263759,138.6083767,"Level 2, 148 Frome St, Adelaide, South Australia","Provides single point of contact for advice and information about AustraliaÂ’s workplace relations system
Education about workplace rights and obligations
Investigation of complaints or suspected contraventions of workplace laws, awards and agreements
Litigation to enforce workplace laws",Fair Work Infoline: 13 13 94,www.fwo.gov.au
321,Community,"Childhood Sexual Abuse Counselling Service, Uniting Communities",-34.92862119999999,138.5999594,"GPO Box 2534, Adelaide, South Australia","Counselling for children, young people and adults who have experienced sexual abuse or violence 
Group sessions on request",8202 5190,www.unitingcommunities.org
322,Community,"Family & Relationship Counselling, Uniting Communities",-34.9280593,138.5973375,"1st Floor, 10 Pitt St, Adelaide, South Australia","Individual, couple, group and family counselling for parenting and relationship difficulties, relationship separation and breakdown, anger in relationships, children's behaviour
Family Violence Service - counselling for men who want to stop violent behaviour and for women and children affected by family violence
Family Violence Peer Mentoring Progam - support for women who have experienced family violence from a trained volunteer peer mentor",8202 5190,www.unitingcommunities.org
323,Community,Disability & Mental Health Services,-34.9280593,138.5973375,"3rd Floor, 10 Pitt St, Adelaide, South Australia","Collaborative Action - support for people over 65 years of age (Aboriginal and Torres Strait Islander people over 45 years)and who have mental illness with multiple and complex needs in their community. Collaborative Action provides services within a Mental Health Recovery framework to enable people to increase their independence and community participation
Eastern Supported Recovery - support for people over 65 years (Aboriginal and Torres Strait Islander people over 45 years) with a mental illness who are living in the eastern metropolitan area
Southern Supported Recovery â€“ non-clinical psychosocial rehabilitation and recovery support for people over 65 years (Aboriginal and Torres Strait Islander people over 45 years) with a mental illness who are living in the southern metropolitan area
Murray Mallee Supported Recovery - support for people with a mental illness and Indigenous people experiencing significant concerns with social and emotional well-being in the Murray Mallee District. Murray Mallee Supported Recovery provides services within a Mental Health Recovery framework to enable people to increase their independence and community participation
Wakefield Support Recovery -  support for people with a mental illness and Indigenous people experiencing significant concerns with social and emotional well-being in the Wakefield (Yorke Peninsular) District. Wakefield Supported Recovery provides services within a Mental Health Recovery framework to enable people to increase their independence and community participation
Supported Residential Facilities Support - support for residents of Supported Residential Facilities in the eastern metropolitan area of Adelaide. Services provided include development of independent living skills, assistance to access employment, education, training and volunteer opportunities, recreational and social activities, and assistance to access specialist health services",8202 5291,www.unitingcommunities.org
324,Community,Adelaide Philharmonia Chorus Inc.,-34.932473,138.6086002,"PO Box 6008, Halifax St, Adelaide, South Australia","Choir - presents a range of music including major classical and contemporary pieces
Choral performances - available to perform for functions and events",,www.philharmonia.net
325,Community,Indigenous Coordination Centre - Adelaide,-34.925938,138.598763,"Level 18, 11 Waymouth St, Adelaide, South Australia","Assistance to local Indigenous people and communities
Information about Australian Government programs",1800 079 098,www.indigenous.gov.au
326,Community,Health Consumers Alliance of SA Inc.,-34.9256972,138.6004869,"Level 1, 12 Pirie St, Adelaide, South Australia","Consumer forums to gain consumer perspective on systemic health issues and involvement in policy, legislation, program and service review and development
Lobbying on systemic health consumer issues
Consumer participation promotion and development - including consumer participation education; promotion of consumer participation to health providers; recruitment and support of health consumers to government and non-government committees; building consumer networks
Information dissemination on consumer involvement in health",8231 4169,www.hcasa.asn.au
327,Community,SA Water,-34.9296526,138.6008692,"250 Victoria Sq, Adelaide, South Australia","Water supply and resource management
Water quality research through the Australian Water Quality Centre
Information about water restrictions and water saving for homes and businesses",1300 650 950,www.sawater.com.au
328,Community,Essential Services Commission of SA,-34.9256137,138.6017531,"Level 8/50 Pirie St, Adelaide, South Australia","Economic regulation of the electricity, gas, ports and intra-state railway industries - including price regulation and licensing
Consumer consultation regarding regulated industries
Information and other services for consumers - including details of all licensed suppliers of essential services",08 8463 4444,www.escosa.sa.gov.au
329,Community,Grandparents for Grandchildren SA Inc.,-34.9316481,138.5963043,"102-104 Wright St, Adelaide, South Australia","Support for grandparents and relatives who have taken on a parenting role
Support and information session with guest speaker, monthly, 1st Wed 10.30am
Assistance with accessing services including Medicare, Centrelink, legal, education, housing
Works to bring about changes to laws, policies and legislation, both Federal and State that are needed to assist grandparents and relatives as carers",08 8212 1937,www.communitywebs.org/GrandparentsforGrandchildren
330,Community,Adelaide Dental Hospital,-34.9175455,138.6061568,"Frome Rd, Adelaide, South Australia","Dental care
Emergency dental treatment for relief of pain
Orthodontic services
Dental care for people with special needs including medical problems and physical or intellectual disabilities",08 8222 8222,www.sadental.sa.gov.au
331,Community,SA Dental Service - Clinics,-34.9266436,138.6074518,"180 Flinders St, Adelaide, South Australia","Dental services for pensioners and Health Care Card holders
Pensioner Denture Scheme - patients receive dentures from a private dentist or clinical dental prosthetist of their choice and pay a proportion of an agreed fee
Private Dental Scheme - in certain circumstances, eligible adults may be able to receive treatment from a private dentist. Patients must first contact their local Community Dental Clinic
Domiciliary Teams provide dental services to residents in residential aged care facilities in the Adelaide metropolitan area",08 8222 8222,www.sadental.sa.gov.au
332,Community,School Dental Service,-34.9266436,138.6074518,"180 Flinders St, Adelaide, South Australia","Dental services - including advice on daily dental care, examinations, fillings, x-rays, mouthguards, emergency care",8222 8222,www.sadental.sa.gov.au
333,Community,Starlight Children's Foundation,-34.9306,138.611791,"153 Hutt St, Adelaide, South Australia","Hospital programs including Starlight Express Rooms - for children to escape the stress of hospitalised life; Starlight Fun Centres - mobile interactive entertainment units; Starlight Express Van - visits children in regional and remote hospitals and special schools; Captain Starlight
Out of hospital programs including Starlight Escapes - family outings; Starlight Wishgranting program grants wishes for children aged 4-18 who are suffering from a terminal, chronic or critical illness
Volunteer program - volunteers assist with programs, events and fundraising",,www.starlight.org.au
334,Community,UN Youth SA,-34.9313666,138.6032729,"57/81 Carrington St, Adelaide, South Australia","Education programs at high schools - workshops and United Nations mock sessions
Annual state conference and Security Council Competition (Boutros-Ghali Shield)
Advocacy for education in politics and international affairs",8223 2420,www.sa.unyouth.org.au
335,Community,Bicycle Institute of SA Inc.,-34.9278745,138.5936773,"Meets at Conservation Council of SA, Level 1, 157 Franklin St, Adelaide, South Australia","Advocacy for a safe and pleasant cycling environment in South Australia
Promotion of interest in safety for cyclists and safer bicycle use for all
Encouragement and promotion of cycling in all its forms and of planning to facilitate greater use of bicycles
Bi-monthly newsletter
Strategic community projects including Bicycles for Refugees - recycling bikes in good condition for donation to newly arrived refugee families via Australian Refugee Association
Support for local Bicycle User Groups (BUGs) in workplaces, suburbs and Local Government",,www.bisa.asn.au
336,Community,Attorney-General's Department,-34.92607470000001,138.6013001,"45 Pirie Street, Adelaide, South Australia","Agencies include:
<a href=""?q=intref/CISADOC1/1489"">Consumer & Business Services</a>
<a href=""?q=intref/CISADOC1/855"">Equal Opportunity Commission of SA</a>
<a href=""?q=intref/CISADOC1/1491"">Office of the Liquor & Gambling Commissioner</a>
<a href=""?q=intref/CISADOC1/2094"">Office for Volunteers</a>
<a href=""?q=intref/CISADOC1/2664"">Office for Women</a>
<a href=""?q=intref/CISADOC1/1490"">Public Trustee</a>
<a href=""?q=intref/CISADOC1/1726"">Witness Assistance Service, Office of the Director of Public Prosecutions</a>
Justice of the Peace service available",08 8207 1555,www.agd.sa.gov.au
337,Community,"Education, Employment & Workplace Relations, Australian Government Department of",-34.9244673,138.6038356,"KPMG House, 115 Grenfell St, Adelaide, South Australia","Early childhood education education and child care - provision of high-quality, accessible and affordable integrated services
Schooling - provision of R-12 education system to provide students with foundation skills for lifelong learning, employment and participation in society
Higher education - to develop cultural and intellectual life and meet AustraliaÂ’s social and economic needs
Skills - vocational education and training, retraining, Australian Apprenticeships
Youth - policies, programs and services
Employment - online services and information, government assistance, jobs, careers and training
Workplace relations - workplace relations policy; occupational health & safety, compensation, rehabilitation; equal employment opportunity; income support; workplace issues in industry; labour market; work and family
Indigenous Australians - reducing Indigenous disadvantage and advancing reconciliation",13 3397,www.deewr.gov.au
338,Community,Supreme Court of SA,-34.930577,138.599502,"1 Gouger St, Adelaide, South Australia","Dispensation of justice in civil and criminal matters
Appeals from District and Magistrates Courts
Probate",08 8204 0289,www.courts.sa.gov.au
339,Community,District Court of SA,-34.928678,138.6001159,"Sir Samuel Way Bldg, Victoria Sq, Adelaide, South Australia",Dispensation of justice,08 8204 0289,www.courts.sa.gov.au
340,Community,Centacare Disability Services,-34.9285496,138.6024762,"45 Wakefield St, Adelaide, South Australia","Centanet - day options for adults with intellectual disability
Kolbe Cottage - weekend and school holiday respite for children and adolescents between 5 and 18 years of age with intellectual disability
Lumiere - care and support for four women with severe multiple disabilities
Lara Cottage - care and support for women with intellectual disability and high support needs
Karinya Cottage and Tamana House - support for people with intellectual disability in Whyalla
Independent Living Program (ILP) supports individuals with intellectual disability living in Whyalla in their own choice of accommodation
Northern Respite Services operating from Auricht House - respite for individuals with intellectual disability, aged 13 to 30 years living with their family in the north and north-eastern suburbs of Adelaide
Yoorana - Centacare and Minda Inc. provide centre-based respite for adults with intellectual disability",,www.centacare.org.au
341,Community,Insolvency & Trustee Service Australia,-34.924047,138.599954,"Level 9, 80 King William St, Adelaide, South Australia","Information about bankruptcy and its alternatives
Provision of bankruptcy registry services throughout Australia for the lodgement of bankruptcy notices and debtor's petitions and the processing of debt agreement proposals
Administration of bankruptcies and other personal insolvency arrangements whenever a private trustee is not appointed
Policy advice to government about personal insolvency",,www.itsa.gov.au
342,Community,Family Relationship Centre Adelaide,-34.9267551,138.6082189,"161 Frome St, Adelaide, South Australia","Our Family Relationship Centres support families at all stages of their relationships, whether it is beginning new relationships, strengthening relationships, or when separating.
Focused on helping separating parents to reach parenting agreements without going to court, we reduce parental acrimony and conflict, and assist parents to focus on their children. 
We also connect people to the right services, support or personal education and skills training about any issue affecting their relationships. This includes mental health problems, gambling, family and domestic violence, relationship problems, and parenting or grand-parenting issues. 
If you are separated or in the process of separating, our Family Dispute Resolution service can help you and your former partner come to an agreement on parenting issues. Family Dispute Resolution is now compulsory for separating parents before commencing legal proceedings about the care of their children, although there are some exceptions particularly where safety is an issue. Before proceeding to Family Dispute Resolution, we will meet with you individually to discuss your situation.",(08) 8419 2000,www.familyrelationships.gov.au/adelaidefrc
343,Community,Campbell Page Employment Services,-34.9242301,138.6004059,"16 Grenfell St, Adelaide, South Australia","Job Services Australia - assistance in resume preparation, training opportunities and job search",08 8114 3090,www.campbellpage.com.au
344,Community,Mission Australia - Australian Apprenticeships Centres,-34.9326379,138.6026166,"60 Halifax St, Adelaide, South Australia",Australian Apprenticeships Centre - information and services to employers and people interested in apprenticeships,1300 626 227,www.maapprenticeships.com.au
345,Community,MEGT Australian Apprenticeships Centres,-34.935457,138.60006,"Level 4, 431-439 King William St, Adelaide, South Australia",Australian Apprenticeships Centre - information and services to employers and people interested in apprenticeships,08 8424 3200,www.megt.com.au
346,Community,Adelaide Central Bus Station,-34.927681,138.595261,"85 Franklin St, Adelaide, South Australia","Bus station - interstate and intrastate coaches
Cafe
Luggage lockers
Public toilets and shower
Tourist information display",08 8221 5080,www.cityofadelaide.com.au/information/transport
347,Community,Frederic Ozanam Housing Association,-34.927083,138.591329,"202 Franklin Street, Adelaide, South Australia",Independent living units for the aged - throughout the metropolitan area,08 8112 8787,www.vinnies.org.au
348,Community,Friends of the Earth Adelaide,-34.9278745,138.5936773,"Level 1, 157 Franklin St, Adelaide, South Australia","Environmental action - addresses social and environmental justice issues through community action
Campaigns on climate justice and urban issues, mining, energy and nuclear issues and food issues",08 8211 6872,www.adelaide.foe.org.au
349,Community,Friendly Street Poets Inc.,-34.9219422,138.6154622,"2nd Floor Atrium, Malcolm Reid Bldg, East Rundle St, Adelaide, South Australia","Community open-poetry reading venue
Encouragement of new and emerging poets, support for established poets
Publishing opportunities
Annual poetry competitions
Seminars and workshops - developing poetry skills and understanding poetry forms
Poets on Air every Tues 3.30pm on Radio Adelaide 101.5FM 
Poets available for performances and presentations in schools, public events and community organisations
Judges available for community poetry competitions",,friendlystreetpoets.org.au
350,Community,South Australia Works,-34.925938,138.598763,"Level 4, 11 Waymouth St, Adelaide, South Australia","Learning, training and employment services - including apprenticeships, traineeships, group training, skills recognition, redundancy support, adult community education, alternative learning options",08 8463 4426,www.dfeest.sa.gov.au/about-us/our-department/south-australia-works
351,Community,Box Factory Community Centre,-34.9317549,138.608486,"59 Regent St South, Adelaide, South Australia","Adult community education - offers a range of classes, courses and support groups
Art exhibition space
Community cooking and food gatherings
Facilities for community use - including classrooms, kitchen, large community room, lift, garden including tabletop community gardens
Public access computers, internet access, wi-fi available Mon - Fri 4pm - 9pm
Playgroup Sat am
Office facilities - computers, photocopying, data projector, PA
Recreation activities - including improvisation, Esperanto, tai chi, yoga, meditation",08 8203 7749,www.adelaidecitycouncil.com
352,Community,Adelaide Park Lands Preservation Association Inc.,-34.923549,138.648993,"59 Regent St, Adelaide, South Australia",Advocacy and lobbying for the protection and preservation for public use of the parklands encircling the City of Adelaide,,www.adelaide-parklands.org
353,Community,Pioneers Association of SA Inc.,-34.9239152,138.5975298,"Basement, Stafford House, 23-25 Leigh St, Adelaide, South Australia","Perpetuates the memory of the pioneers of early settlement in South Australia
Maintains records of pioneers for the benefit of present and future generations
Encourages preservation of records, portraits, relics and historical materials associated with pioneer settlement
Promotes awareness and knowledge of South Australian history",08 8231 5055,www.pioneerssa.org.au
354,Community,South Australian German Association Inc.,-34.9268837,138.6089777,"223 Flinders St, Adelaide, South Australia","Promotion of German language and culture in South Australia
German Club - meals, bar facilities, entertainment, facilities for private functions
Annual events - Oktoberfest and SchÃ¼tzenfest
Special interest groups - offering activities including music, sport, recreation
Aged care services - Welfare Centre for German-Speaking Seniors",08 8223 2539,www.thegermanclub.com.au
355,Community,Sureway Employment & Training,-34.9267438,138.612148,"East Adelaide Medical Centre, Grd Floor, 50 Hutt St., Adelaide, South Australia","Job Services Australia - assistance in resume preparation, training opportunities and job search",08 8338 2500,www.sureway.com.au
356,Community,Motorcycle Riders Association (SA) Inc.,-34.92862119999999,138.5999594,", Adelaide, South Australia","Advocacy and lobbying for the interests of motorcyclists
Fund raising and charity events - including annual SA Toy Run and commemorative Ridden-On Ride
Public education and awareness
Social events, rallies and runs for members and friends",,www.mrasa.asn.au
357,Community,"Dawkins, Hon John MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Liberal Party of Australia",1800 182 097,www.parliament.sa.gov.au
358,Community,"Brokenshire, Hon Robert MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Family First Party",08 8237 9122,www.parliament.sa.gov.au
359,Community,"Gago, Hon Gail - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Australian Labor Party
Minister for Agriculture, Food and Fisheries
Minister for Forests
Minister for Regional Development
Minister for the Status of Women
Minister for State/Local Government Relations",08 8303 2926,www.parliament.sa.gov.au
360,Community,"Gazzola, Hon John MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Australian Labor Party",08 8237 9100,www.parliament.sa.gov.au
361,Community,"Lensink, Hon Michelle MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Liberal Party of Australia",08 8237 9100,www.michellelensink.com
362,Community,"Lucas, Hon Rob MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Liberal Party of Australia
Shadow Minister for Finance
Shadow Minister for Public Sector Management
Shadow Minister for Industrial Relations
Shadow Minister for Government Enterprises
Shadow Minister for Federal/State Relations
Shadow Minister for Gambling",08 8237 9100,www.parliament.sa.gov.au
363,Community,"Ridgway, Hon David MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Liberal Party of Australia
Shadow Minister for Urban Development & Planning
Shadow Minister for Economic Development
Shadow Minister for Tourism",08 8237 9100,www.parliament.sa.gov.au
364,Community,"Maher, Hon Kyam MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Australian Labor Party",08 8237 9100,www.parliament.sa.gov.au
365,Community,"Stephens, Terry MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Liberal Party of Australia",08 8237 9100,www.parliament.sa.gov.au
366,Community,"Darley, Hon John MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Independent",08 8237 9114,www.parliament.sa.gov.au
367,Community,"Zollo, Hon Carmel MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Australian Labor Party",08 8237 9332,www.parliament.sa.gov.au
368,Community,Australian Labor Party - SA Branch,-34.934246,138.6056509,"141 Gilles St, Adelaide, South Australia","Political party
Young Labor - for people aged 14-26
Volunteer program",08 8418 6700,www.sa.alp.org.au
369,Community,Liberal Party of Australia (SA Division),-34.9239152,138.5975298,"Level 1, 25 Leigh St, Adelaide, South Australia",Political party,08 8205 0255,www.saliberal.org.au
370,Community,Australian Greens SA,-34.9320796,138.5911847,"239 Wright Street, Adelaide, South Australia",Political party,08 8212 4888,www.sa.greens.org.au
371,Community,"Farrell, Don - Senator for SA",-34.934549,138.601159,"Wave Building, Level 5, 19 Gilles St, Adelaide, South Australia","Member of the Senate, Australian Labor Party",08 8231 8400,www.aph.gov.au/Senator_Farrell
372,Community,"Hanson-Young, Sarah - Senator for SA",-34.925806,138.605073,"Level 7, 147 Pirie St, Adelaide, South Australia","Member of the Senate, Australian Greens",08 8227 0425,www.aph.gov.au/Senator_Hanson-Young
