"parkId","metabaseContentId","contentId","ownerId","ownerLocale","title","facilityType","features","addressLine1","addressLine2","addressLine3","state","suburb","postcode","abstract","description"
1194,372029,5596,261,"SA","Narnu Wirra Reserve",",Garden,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Sports Facilities,Toilets,","Mawson St",,,"SA","Nailsworth","5083","(Prospect Gardens)","<div>  <div>Bounded by Mawson St, East Tce, Buchanan St and West Tce, Narnu Wirra offers:</div>  <div>    <ul>      <li>Electric BBQ (free)</li>      <li>Playground</li>      <li>Toilets</li>      <li>Tennis/Netball Courts</li>      <li>Basketball court<br/></li>    </ul>  </div>  <div>Â </div>  <div>Download standard terms and conditions of use of parks:</div>  <div>    <a href=""/webdata/resources/files/Parks_and_Reserves_-_Conditions_of_Use_REVISED_May_09.pdf"" target=""_blank"" title=""Parks and Reserves - Conditions of Use"">Parks and Reserves - Conditions of Use <img alt=""Parks%20and%20Reserves%20-%20Conditions%20of%20Use"" border=""0"" src=""/webdata/graphics/mime_pdf.gif""/> (95 kb)</a>  </div>  <div>Â </div>  <div>    <span class=""text"">      <strong>Liquor Licensing</strong>    </span>  </div>  <div>    <p style=""text-align: left"">      <span class=""text"">Click <a href=""http://www.olgc.sa.gov.au/default.asp?page=General.Limited_Licence.General_Limited_Licence_Information_Guide_021203.htm&amp;menu=liquor"" target=""_blank"">here</a> to find out about liquor licence requirements for functions held on</span>      <span class=""text"">Council property.</span>    </p>  </div></div>"
1195,372088,5597,261,"SA","Braund Road Reserve",",Garden,",",Play Equipment,","Braund Rd",,,"SA","Prospect","5082",,"<div><div>Located on Braund Road, Braund Road Reserve offers:</div><div><ul><li>Playground</li><li>Seating<br/></li></ul></div><div>Download standard terms and conditions of use of parks:</div><div><a href=""/webdata/resources/files/Parks_and_Reserves_-_Conditions_of_Use_REVISED_May_09.pdf"" target=""_blank"" title=""Parks and Reserves - Conditions of Use"">Parks and Reserves - Conditions of Use <img alt=""Parks%20and%20Reserves%20-%20Conditions%20of%20Use"" border=""0"" src=""/webdata/graphics/mime_pdf.gif""/> (95 kb)</a></div><div>Â </div><div><span class=""text""><strong>Liquor Licensing</strong></span></div><div><p style=""text-align: left""><span class=""text"">Click <a href=""http://www.olgc.sa.gov.au/default.asp?page=General.Limited_Licence.General_Limited_Licence_Information_Guide_021203.htm&amp;menu=liquor"" target=""_blank"">here</a> to find out about liquor licence requirements for functions held on</span> <span class=""text"">Council property.</span></p><p style=""text-align: left"">Â </p></div></div>"
1196,372122,5598,261,"SA","Ern Sconce Rotary Park",",Garden,",",Picnic Area,Play Equipment,Shelter,","26 Alexandra St",,,"SA","Prospect","5082",,"<div>  <div>Located on Alexandra St, Ern Sconce Rotary Park offers:</div>  <div>    <ul>      <li>Native plant interpretive trail<br/></li>    </ul>  </div>  <div>    <a href=""/webdata/resources/files/Parks_and_Reserves_-_Conditions_of_Use_REVISED_May_09.pdf"" target=""_blank"" title=""Parks and Reserves - Conditions of Use"">Parks and Reserves - Conditions of Use <img alt=""Parks%20and%20Reserves%20-%20Conditions%20of%20Use"" border=""0"" src=""/webdata/graphics/mime_pdf.gif""/> (95 kb)</a>  </div>  <div/>  <div>    <span class=""text"">      <strong>Liquor Licensing</strong>    </span>  </div>  <div>    <p style=""text-align: left"">      <span class=""text"">Click <a href=""http://www.olgc.sa.gov.au/default.asp?page=General.Limited_Licence.General_Limited_Licence_Information_Guide_021203.htm&amp;menu=liquor"" target=""_blank"">here</a> to find out about liquor licence requirements for functions held on</span>      <span class=""text"">Council property.</span>    </p>    <p style=""text-align: left""/>  </div></div>"
1197,372123,5599,261,"SA","Irish Harp Reserve",",Garden,",",Picnic Area,Play Equipment,","350 Regency Road",,,"SA","Prospect","5082",,"<div>  <div>    <p>Â </p>    <div>Download standard terms and conditions of use of parks:</div>    <div>      <a href="
1198,372124,5600,261,"SA","Matthews Reserve",",Park,",",Picnic Area,Play Equipment,","Corner of Sturan Ave and Moore St",,,"SA","Prospect","5082",,"<div>  <div>    <p style=""text-align: left"">      <span>Situated on the corner of Moore St and Struan Ave, Matthews Reserve offers:<br/></span>    </p>    <ul>      <li>        <span class=""text"">Tennis courts</span>      </li>    </ul>    <div>Â </div>    <div>Download standard terms and conditions of use of parks:</div>    <div>      <a href=""/webdata/resources/files/Parks_and_Reserves_-_Conditions_of_Use_REVISED_May_09.pdf"" target=""_blank"" title=""Parks and Reserves - Conditions of Use"">Parks and Reserves - Conditions of Use <img alt=""Parks%20and%20Reserves%20-%20Conditions%20of%20Use"" border=""0"" src=""/webdata/graphics/mime_pdf.gif""/> (95 kb)</a>    </div>    <div>Â </div>    <div>      <span class=""text"">        <strong>Liquor Licensing</strong>      </span>    </div>    <div>      <p style=""text-align: left"">        <span class=""text"">Click <a href=""http://www.olgc.sa.gov.au/default.asp?page=General.Limited_Licence.General_Limited_Licence_Information_Guide_021203.htm&amp;menu=liquor"" target=""_blank"">here</a> to find out about liquor licence requirements for functions held on</span>        <span class=""text"">Council property.</span>      </p>    </div>  </div></div>"
1199,372495,6696,242,"SA","Audrey Street Reserve","Park","Picnic Area,Play Equipment","Audrey Street","NULL","NULL","SA","ASCOT PARK","NULL","Audrey Street Reserve Playground was upgraded in 2012.  The upgrade included the installation of a play unit featuring climbing, sliding and balancing elements, and other equipment including a double swing, a spinner, a four way rocker and rubber softfall mounds within the play area.  The reserve is now a great place for the whole family to visit with a new picnic setting, park benches and a drinking fountain.",
1200,372496,6700,242,"SA","Barton Drive Reserve","Park","Picnic Area,Play Equipment,Shelter","Barton Drive","NULL","NULL","SA","TROTT PARK","NULL","Barton Drive Reserve playground received an upgrade at the end of 2012.","The new playspace includes a pedestrian path connecting into the reserve from the south, a multi-swing, and the incorporation of a combination of slides, climbing elements for all ages, as well as explorative play with conveyers and buckets.The play space and reserve also accommodates for more active sports such as 3 on 3 basketball and 5-a-side soccer for informal play.The area is now a great space for the whole family to visit."
1201,372497,6701,242,"SA","Yapinga Street Reserve","Park","Picnic Area,Play Equipment","Yapinga Street","NULL","NULL","SA","SOUTH PLYMPTON","NULL","The Yapinga Street Reserve Playground was upgraded in 2012.  The upgrade has new play equipment including a three way spring rocker, a play unit with curved slide, rockclimbing, firepole, climbing net and balancing equipment on an all rubber surface. The reserve is a great space for the whole family to visit with new picnic settings and park benches and there is also a bike track around the reserve.",
1202,372498,6702,242,"SA","Reserve Street Reserve","Park","BBQ Facilities,Picnic Area,Play Equipment,Shelter,Sports Facilities","Reserve Street","NULL","NULL","SA","TROTT PARK","NULL","The Reserve Street Reserve received an upgrade at the end of 2012.","The new playspace incorporates a pedestrian path connecting to the play area, birds nest swing and toddler seat, as well as a combination of play elements which include climbing, balancing beams and a slide.The playspace and reserve also accommodates for passive recreation with a walking/jogging track, picnic facilities and areas of revegetation.The reserve is now a great space for the whole family to visit."
1204,372553,6730,242,"SA","Southbank Boulevard Reserve","Park","BBQ Facilities,Picnic Area,Play Equipment,Shelter,Sports Facilities","Southbank Boulevard","NULL","NULL","SA","SHEIDOW PARK","NULL","Southbank Reserve features a playspace, shelter, bbq and basketball ring as well as landscaped areas and seating for unstructured recreation activities.","Southbank Reserve has recently received a safety upgrade in 2012.  A new path with additional lighting has been installed from the bus stop through the reserve as part of a federal government grant. Park Photos"
1206,372927,6818,242,"SA","Mulcra Avenue Reserve","Park","Fenced Equipment,Picnic Area,Play Equipment,Shelter,Sports Facilities","Mulcra Avenue","NULL","NULL","SA","PARK HOLME","NULL","Mulcra Avenue Reserve playground received an upgrade in 2012.","The playspace has a new entrance gate, fences, picnic tables, seating and shelter.Also resurfaced courts, some exciting play equipment on a rubber soft fall surface, and additional plantings.The area is now a great space for the whole family to visit."
1207,372928,6819,242,"SA","Cowra Avenue Reserve","Park","Play Equipment","Cowra Avenue","NULL","NULL","SA","PARK HOLME","NULL",,
1208,374295,35072,1,"SA","Pioneer Park",",Park,",",Picnic Area,Shelter,Toilets,",,,,"SA","Gawler","5118",,
1209,374508,3871,1,"SA","Cobbler Creek Recreation Park",",Park,",",Walking and Hiking trails,","Smith Road",,,"SA","Golden Grove","5125","288 Hectares of dedicated walking trails. The park is used for passive recreation activities such as walking, running, bird watching and native fauna observations. Assets of the park not only include historical ruins and the native flora and fauna, but also the scenic views of the Adelaide Plains.","<div><p>Note: Users of the park must adhere to the rules which include:</p><ul class=""unIndentedList""><li>Dogs must be on a lead</li><li>Observing fire restrictions (1st Nov - 30th April)</li><li>Keep to walking trails and vehicle tracks</li></ul><p>The Park has strong conservation values concerning the native flora, fauna and historical features of the area.</p><p><strong>Flora</strong>: Ranges from river red gums, weeping pittosporums to native grasses.</p><p><strong>Fauna</strong>: Ranges from lizards (eg. common bearded dragon, sleepy lizard) to a variety of birds (eg. the Australian Kestrel).</p><p><strong>Historical Ruins</strong>: Ruins remain of 'Treakles House' and William Peddler's (the cobbler, whom the park was named after) property 'Trevalsa'</p></div>"
1210,374509,3872,1,"SA","Bicentennial Drive Pet Park",",Park,",",Dog Exercise Area,","Bicentennial Drive",,,"SA","Golden Grove","5125","Enclosed fenced facility for dogs and their owners. The facility includes tunnels, log jumps, benches, mounds and plenty of trees. It is a natural looking open space area for dogs to play in a controlled environment.","<div><p>Available for use 24 hours a day.</p><p>Used by the local community and for the general public.</p></div>"
1211,374510,3950,1,"SA","Burragah Reserve",",Oval,",",Sports Facilities,Toilets,","140A Kelly Road",,,"SA","Modbury North","5092","Turfed sports oval used for soccer.The area is available for public hire.","<div><p>Amenities building: meeting room, 30 people capacity. Suitable for meetings. Canteen/small kitchen area.</p></div>"
1212,374511,3952,1,"SA","Ashley Avenue Community Building / Modbury Sports Area / Tennis Courts and Dog Park (Tails Trails)",",Park,",",BBQ Facilities,Dog Exercise Area,Sports Facilities,Toilets,","Ashley Reserve, Ashley Avenue",,,"SA","Ridgehaven","5097","The building and area is available for community use. The building is particularly used for club meetings, seminars and small functions.","<div><h3>Facilities</h3><p><strong>Community Building:</strong>. Meeting Room, 30 people capacity. Suitable for meetings, regular activities and small functions. Kitchen area, toilets. For casual hire bookings, please phone our Customer Service Centre on (08) 8397 7444.</p><p><strong>Tennis Courts:</strong>. 8 Outdoor courts, floodlighting, fenced area</p><p><strong>Reserve, Oval and parklands:</strong>. Oval and parklands for owners to walk their dogs. It is not a fenced facility, therefore only responsible owners with trained/obedient dogs are recommended to walk their dogs without a lead. Any other dogs must be kept on a lead. Floodlighting. The area is available to the general public and is also used for dog obedience programmes (Wednesday nights 6:45pm-8:45pm).</p></div>"
1213,374512,3953,1,"SA","Modbury Sports Area / Modbury Soccer Ground",",Park,",",Sports Facilities,Toilets,","75 Golden Grove Road",,,"SA","Ridgehaven","5097","Primarily used by Modbury Soccer Club.","<div><h3>Facilities</h3><p><strong>Club rooms:</strong> Large function room, 150-180 people capacity. Available for hire, licensed bar, kitchen facilities, toilets / disabled access, change rooms.<br/>Turfed sports reserve, floodlighting.</p><p><strong>Large car parking area</strong> (approx. 200 cars).</p><p>Small <strong>playground</strong> near oval.</p></div>"
1214,374513,3956,1,"SA","Illyarrie Reserve",",Oval,",",Picnic Area,Sports Facilities,Toilets,","58-74 Illyarrie Avenue",,,"SA","Surrey Downs","5126","The area can be used for club, social or family gatherings.","<div><h3>Facilities</h3><p><strong>Amenities building:</strong> meeting room, 30 people capacity. Suitable for meetings and small functions. Kitchen facilities, toilets, change rooms. Upper and lower ovals, baseball pitch.</p></div>"
1215,374514,3958,1,"SA","Tilley Recreation Park",",Oval,Park,",",BBQ Facilities,Play Equipment,Sports Facilities,Toilets,","Cnr Yatala Vale & Hancock Roads",,,"SA","Surrey Downs","5126","A large area catering for a range of activities including table tennis, indoor bowls, tennis, basketball, soccer, softball, martial arts, theatrical performances and social functions. There is also a playground located within the area for children.","<div><h3>Facilities</h3><p><strong>Main Hall:</strong> Large function room/hall, 300 people capacity. Suitable for regular activities and functions. Available for public hire. Fully equipped kitchen with inside and outside servery, toilets / disabled toilets and access.</p><p><strong>John G. Tilley Hall:</strong> Meeting room, 30 people capacity. Suitable for meetings and regular activities. Available for public hire, bar, toilets, change rooms.</p><p><strong>Drama Theatre:</strong> (Tea Tree Players). Currently under long term lease.</p><p><strong>Gymnasium Shed:</strong> Used for martial arts (eg. kick boxing). Currently under hire.</p><p><strong>Courts:</strong> 8 Outdoor Courts, fenced floodlighting. Used for tennis, netball and basketball. Available for public hire.</p><p><strong>Oval:</strong> Turfed sports reserve, floodlighting. Used for soccer, softball and athletics. Northern Districts Scout Headquarters. Currently under hire.</p></div>"
1216,374515,4062,1,"SA","Banksia Park Sports Area / Bulkana Oval",",Oval,",",Sports Facilities,Toilets,","Spring Crescent",,,"SA","Banksia Park","5091","Includes 12 Courts with floodlights currently leased to the Tea Tree Gully Tennis Club.","<div><p><strong>Clubrooms</strong> with a large function Room/Hall, 100-120 people capacity suitable for functions. Fully equipped kitchen, toilets/disabled toilets.</p><p><strong>Gym/workout area</strong>. Suitable for clubs to hire.</p><p><strong>Oval</strong> used for athletics and cricket, Long jump pit, Small playground and reserve located nearby and is used by local schools on various days.</p><p><strong>Small car park</strong> area located off Spring Crescent.</p></div>"
1217,374516,4092,1,"SA","Balmoral Reserve",",Oval,",",Picnic Area,Sports Facilities,Toilets,","Balmoral Road",,,"SA","Dernancourt","5075","Balmoral Reserve can be hired out for family occasions, social gatherings, functions and for picnics.","<div><p><strong>Club House</strong> with a basic kitchen (equipped with an urn, fridge, crockery and chairs), toilets.</p><p><strong>4 Tennis Courts</strong>, Floodlighting. The courts are fenced and locked, the courts must be hired in order to access them. The courts are suitable for tennis clubs, social clubs and groups, tennis training, casual hire and families using the park. 6-7 acres of lush parkland. BBQ's available for use. Playground facilities for children.</p><p>Specific areas (e.g. tennis courts) can be hired out individually or joint use of areas (e.g. the park, tennis courts and clubhouse) can be booked.</p><p>A small area for <strong>car parking</strong> (approx. 15-20 spaces) is available.</p></div>"
1218,374517,4097,1,"SA","Banksia Park Sports Area / Pertaringa Oval",",Oval,",",Disabled Facilities,Shelter,Sports Facilities,Toilets,","Steventon Drive",,,"SA","Banksia Park","5091","Suitable for regular activities and functions.","<div><p><strong>Clubrooms</strong> with a large function room, 120 people capacity. Licensed bar, fully equipped kitchen, toilets/disabled toilets and access, change rooms.</p><p><strong>Turfed Sports oval</strong>, floodlighting, fenced area</p><p><strong>The Club rooms</strong> are available for public hire and caters for a range of activities (e.g. social functions, parties, presentation nights, quiz nights and local club nights).<br/>Trestles and chairs are available for public use.</p><p><strong>Car parking</strong> area (approx. 40-50 spaces).</p></div>"
1219,374518,4098,1,"SA","Banksia Park Tennis and Netball Courts",",Park,",",Sports Facilities,Toilets,","Elizabeth Street",,,"SA","Banksia Park","5091","The courts are used by local tennis and netball clubs, schools and the local community.","<div><p><strong>12 Tennis/Netball Courts</strong>. The courts are fenced and locked, the courts must be hired in order to access them. Floodlighting.</p><p>A large <strong>car parking</strong> area (approx. 150 spaces) is available.</p></div>"
1220,374519,4238,1,"SA","Anstey Hill Recreation Park",",Park,",",Dog Exercise Area,Walking and Hiking trails,","Perseverance Road",,,"SA","Tea Tree Gully","Tea","383 Hectares of dedicated walking trails The park is popular for passive recreation activities such as: bushwalking, running, bird watching and walking dogs on a lead.","<div><h3>Facilities</h3><p>Users of the park must adhere to the rules which include:</p><ul><li>No mountain or motor bike riding</li><li>Dogs must be on a lead</li><li>No camping</li><li>No vehicles are allowed inside the park (parking adjacent to gates)</li></ul><p><strong>Flora:</strong> There are over 289 native South Australian species of flora (ranging from various Eucalyptus species to an array of native flowers).</p><p><strong>Fauna:</strong> The park supports many native birds and other fauna (ranging from a variety of reptiles to over 100 species of native birds). Bird species vary from the white-naped honey eater, the musk lorikeet to the Adelaide rosella.</p><p><strong>Historical Ruins:</strong> The historic 19th Century Tea Tree Gully Iron Mine is situated within Anstey Hill and ruins remain from the 'Old Newman's Nursery'.</p><p><strong>Geological Features:</strong> A number of quarries exist within the park.</p><h3>Useful Links</h3><ul><li><a href=""http://www.parks.sa.gov.au/"" target=""_blank"">Anstey Hill Conservation Park</a></li></ul></div>"
1221,374520,4240,1,"SA","Cobbler Creek Recreation Park",",Park,",",Walking and Hiking trails,","Smith Road",,,"SA","Golden Grove","5125","288 Hectares of dedicated walking trails. The park is used for passive recreation activities such as walking, running, bird watching and native fauna observations. Assets of the park not only include historical ruins and the native flora and fauna, but also the scenic views of the Adelaide Plains.","<div><p>Note: Users of the park must adhere to the rules which include:</p><ul class=""unIndentedList""><li>Dogs must be on a lead</li><li>Observing fire restrictions (1st Nov - 30th April)</li><li>Keep to walking trails and vehicle tracks</li></ul><p>The Park has strong conservation values concerning the native flora, fauna and historical features of the area.</p><p><strong>Flora</strong>: Ranges from river red gums, weeping pittosporums to native grasses.</p><p><strong>Fauna</strong>: Ranges from lizards (eg. common bearded dragon, sleepy lizard) to a variety of birds (eg. the Australian Kestrel).</p><p><strong>Historical Ruins</strong>: Ruins remain of 'Treakles House' and William Peddler's (the cobbler, whom the park was named after) property 'Trevalsa'</p></div>"
1222,374521,4312,1,"SA","Goldenfields",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Sports Facilities,Walking and Hiking trails,","Golden Way",,,"SA","Golden Grove",,,
1223,385725,4268,278,"SA","Bungala Park",",Park,",,"Main South Road",,,"SA","NORMANVILLE","5204",,
1224,385726,4269,278,"SA","Haycocks Point",",Park,",",Picnic Area,Shelter,","Gold Coast Drive",,,"SA","Carrickalinga","5204",,
1225,385727,4270,278,"SA","Ingalalla Waterfalls",",Park,",",Picnic Area,Shelter,Walking and Hiking trails,","Hayflat Road",,,"SA","Hayflat","5204",,
1226,385728,4271,278,"SA","Mitchell Reserve",",Garden,",",Picnic Area,","Gold Coast Drive",,,"SA","Carrickalinga","5204",,
1227,385729,4272,278,"SA","Myponga Reservoir Lookout",",Park,",",Picnic Area,Toilets,","Reservoir Road",,,"SA","Myponga","5204",,
1228,385730,4273,278,"SA","War Memorial Reserve",",Park,",",Picnic Area,Toilets,","Main South Road","163 Main South Road",,"SA","Yankalilla","5203",,
1229,387525,7596,261,"SA","A. J. Shard Park",",Park,",",Picnic Area,","California Street",,,"SA","Nailsworth","5083",,"<div/>"
1230,387614,7597,261,"SA","Bradford Park",",Park,",",Picnic Area,","Corner Braund Road and Cochrane Terrace",,,"SA","Fitzroy","5082",,"<div/>"
1231,387615,7598,261,"SA","Charles Cane Reserve",",Garden,",",Picnic Area,Sports Facilities,","Corner Churchill Road and Elizabeth Street",,,"SA","Prospect","5082",,"<div/>"
1232,387616,7599,261,"SA","J. Rattley Reserve",",Garden,",",Picnic Area,Play Equipment,","19-21 Harvey Street",,,"SA","Nailsworth","5083",,"<div/>"
1233,387617,7600,261,"SA","Main North Road/Regency Road Reserve",",Garden,",,"Corner Main North Road and Regency Road",,,"SA","Prospect","5082",,"<div/>"
1234,387618,7601,261,"SA","Peppermint Gums Reserve",",Garden,",",Picnic Area,Play Equipment,Shelter,","Corner Barker Road and Dean Street",,,"SA","Prospect","5082",,"<div/>"
1235,387619,7602,261,"SA","Percy Street Reserve",",Garden,",",Picnic Area,Play Equipment,","65 Percy Street",,,"SA","Prospect","5082",,"<div/>"
1236,387620,7603,261,"SA","Prospect Oval",",Oval,",",Sports Facilities,Toilets,","Mezies Crescent",,,"SA","Prospect","5082",,"<div/>"
1237,387621,7604,261,"SA","R. L. Pash Reserve",",Garden,",",Picnic Area,","Corner Collins Street and D'Erlanger Avenue",,,"SA","Nailsworth","5083",,"<div/>"
1238,387622,7605,261,"SA","St Johns Wood Reserve",",Garden,",",Picnic Area,","Corner Alpha Road and Main North Road",,,"SA","Prospect","5082",,"<div/>"
1239,387623,7606,261,"SA","Stan Watson Reserve",",Garden,",",Picnic Area,Play Equipment,","95 Charles Street",,,"SA","Prospect","5082",,"<div/>"
1240,387624,7607,261,"SA","Wilson Corner Reserve",",Garden,",",Picnic Area,","Corner Wilson Street and Highbury Street",,,"SA","Prospect","5082",,"<div/>"
1241,387625,7608,261,"SA","W. T. Smith Park",",Park,",",Picnic Area,","Corner Braund Road and Gladstone Road",,,"SA","Prospect","5082",,"<div/>"
1242,389059,8757,269,"SA","Bentley Reserve & Dog Playground, Holden Hill","Park","Disabled Facilities,Dog Exercise Area,Fenced Equipment,Play Equipment,Shelter","Bentley Drive","NULL","NULL","SA","Holden Hill","5088",,"This pet playground is fully fenced with basic obstacles such as jumps, logs, tunnel, slide and lots of open space to enable dogs to run free and socialise with other dogs and their owners.Shelters, seating, footpaths and dual use drink fountains allow the ideal opportunity for pets and owners to interact in a relaxed and attractive environment."
1243,389880,14925,232,"SA","Angus Neill Reserve",",Park,",",BBQ Facilities,Fenced Equipment,Picnic Area,Play Equipment,Shelter,Toilets,","Esplanade",,,"SA","Seacliff","5049",,"<div/>"
1244,389881,14926,232,"SA","Bindarra Reserve",",Park,",",BBQ Facilities,Fenced Equipment,Picnic Area,Play Equipment,Toilets,","Esplanade",,,"SA","Brighton",,,"<div/>"
1245,389882,14927,232,"SA","Brian Nadilo Reserve â?? Ngutinilla",",Park,",",Picnic Area,Toilets,",,,,"SA","Glenelg","5045","Foreshore, Glenelg","<div/>"
1246,389883,14928,232,"SA","Colley Reserve",",Park,",",Picnic Area,","Colley Terrace",,,"SA","Glenelg","5045",,"<div/>"
1247,389884,14929,232,"SA","Jimmy Melrose Park",",Park,",",Cycling,Picnic Area,Shaded Equipment,Walking and Hiking trails,","South Esplanade",,,"SA","Glenelg South","5045",,"<div/>"
1248,389982,9003,269,"SA","Haines Memorial Park",",Park,",,"North East Rd",,,"SA","Tea Tree Gully","5092",,"<div><p>Suitable for wedding ceremonies.</p><p>There is a beautiful new rotunda at this park.<br/>Â <br/>Available for hire - contact our Customer Relations Team.</p></div>"
1249,389985,9004,269,"SA","Rose Village Wynn Vale",",Park,",",Play Equipment,","Westminster Ave",,,"SA","Wynn Vale","5127",,"<div>Rose Village has a stunning staircase with a small shelter at the top, beautiful roses and pond.</div>"
1252,390799,11512,245,"SA","Day Paddock Park",",Park,",",Walking and Hiking trails,","(Behind) Macclesfield Primary School","Vernon/Lutterworth Street",,"SA","MACCLESFIELD","5153","The Day Paddock Park is a conservation reserve with a walking trail which contains prolific wildflowers including a variety of native orchids in spring.","<div>  <p>Named from historic practice of agisting during the day, a milking cow or horse used for transport. The Day Paddock Park is a conservation reserve with a walking trail which contains prolific wild flowers including a variety of native orchids in spring.</p>  <p>Â Location and Access:</p>  <p>Located behind the Macclesfield primary school, the reserve can be accessed from Wirrinilla Drive and Luck Street, Macclesfield.</p>  <p>Â Flora and fauna:</p>  <p>The reserve contains significant remnant native vegetation consisting of open forest of stringy barks <em>Eucalyptus obliqua</em>, manna gum <em>Eucalyptus viminalis</em>, red gum <em>Eucalyptus camaldulensis</em> and blue gum <em>Eucalyptus leucoxylon</em>. The dense understorey includes <em>acacias, pultanea, bursaria, lomandra</em> and native grasses. As a â&#128;&#156;Bush for Lifeâ&#128;&#157; site, the reserve is cared for by local volunteers involved in bush regeneration.</p>  <p>    <a href=""/webdata/resources/files/Day Paddock.JPG"" target=""_blank"" title=""Picture of DAY Park"">Picture of DAY Park<img alt="""" src=""/webdata/graphics/mime_JPG.gif"" style=""padding-bottom: 0px; padding-left: 2px; padding-right: 2px; vertical-align: text-bottom; padding-top: 0px;""/><span class=""filesize"">(8396 kb)</span></a>  </p>  <p>    <a href=""/webdata/resources/files/The Birds of Macclesfield.doc"" target=""_blank"" title=""The Birds of Macclesfield"">The Birds of Macclesfield<img alt="""" src=""/webdata/graphics/mime_doc.gif"" style=""padding-bottom: 0px; padding-left: 2px; padding-right: 2px; vertical-align: text-bottom; padding-top: 0px;""/><span class=""filesize"">(34 kb)</span></a>Â </p></div>"
1253,390805,11515,245,"SA","Lord Robinson Park",",Park,",",Picnic Area,Walking and Hiking trails,","Car Park at the corner of Nunnelly Street","and Strathalbyn Road",,"SA","MACCLESFIELD",,"Named after a local person (lived in Hawthorne Cottage next to Markerâ??s Barn in the main Street) who became an English Lord. He revisited Macclesfield and planted pine trees in this park which was then name in his honour. Crystal Lake was built and named in the 1930â??s. Approx 18 ha in size.","<div>  <p>    <span style=""text-decoration: underline;"">Flora and fauna</span>:</p>  <p>The reserve contains a red gum <em>Eucalyptus camaldulensis</em>, manna gum, <em>Eucalyptus viminalis, </em>and blue gum <em>Eucalyptus leucoxcylon</em> woodland, with sheoaks, acacias, native grasses including wallaby grass, kangaroo grass and microlaena. Along the river there is woolly tea tree <em>leptosperum lanigerum</em>,Â  sedges and rushes.</p>  <p>Â The park is home to a variety of birds including ducks, coots, kingfishers, honeyeaters and blue wrens. The native fish mountain galaxis are found in the river as well as long necked tortoise and native water rats. Refer to the Macclesfield bird list. Hollows in the gum trees provide homes for native fauna including Adelaide rosellas, bats and possums. There are over 8 bat species found in the district. Western grey kangaroos and echidnas may be seen.</p>  <p>The park is being cared for by local volunteers, refer to attached brochure â&#128;&#156;Restoring the Angas River in Lord Robinson Parkland Macclesfieldâ&#128;&#157; and interpretative sign.</p>  <p>    <span style=""text-decoration: underline;"">Location and Access</span>:</p>  <p>The Lord Robinson Parkland is located on the Angas River between the Macclesfield to Strathalbyn Road on the eastern side and Pound Road on the western side. Access is from the car park at the corner of Nunnelly Street and the Strathalbyn Road and also from the entrance off Pound Rd.</p>  <p>Crystal Lake is accessed from Devereux Rd.</p>  <p>Â <span style=""text-decoration: underline;"">Facilities</span>:</p>  <p>The park contains recreation and conservation areas and contains a loop walking trail and picnic tables. It contains a spring fed river with lake and waterfall. A good bird watching area.</p>  <p>    <a href=""/webdata/resources/files/Welcome to Lord Robinson BATC sign Macclesfield Lord Robinson pk-5Final.pdf"" target=""_blank"" title=""Welcome to Lord Robinson Park"">Welcome to Lord Robinson Park<img alt="""" src=""/webdata/graphics/mime_pdf.gif"" style=""padding-bottom: 0px; padding-left: 2px; padding-right: 2px; vertical-align: text-bottom; padding-top: 0px;""/><span class=""filesize"">(5086 kb)</span></a>  </p>  <p>    <a href=""/webdata/resources/files/Lord Robinson Park.JPG"" target=""_blank"" title=""View of Lord Robinson Park_1"">View of Lord Robinson Park_1<img alt="""" src=""/webdata/graphics/mime_JPG.gif"" style=""padding-bottom: 0px; padding-left: 2px; padding-right: 2px; vertical-align: text-bottom; padding-top: 0px;""/><span class=""filesize"">(7831 kb)</span></a>  </p>  <p>    <a href=""/webdata/resources/files/LR Park.JPG"" target=""_blank"" title=""View of Lord Robinson Park_2"">View of Lord Robinson Park_2<img alt="""" src=""/webdata/graphics/mime_JPG.gif"" style=""padding-bottom: 0px; padding-left: 2px; padding-right: 2px; vertical-align: text-bottom; padding-top: 0px;""/><span class=""filesize"">(6910 kb)</span></a>  </p>  <p>    <a href=""/webdata/resources/files/The Birds of Macclesfield.doc"" target=""_blank"" title=""The Birds of Macclesfield"">The Birds of Macclesfield<img alt="""" src=""/webdata/graphics/mime_doc.gif"" style=""padding-bottom: 0px; padding-left: 2px; padding-right: 2px; vertical-align: text-bottom; padding-top: 0px;""/><span class=""filesize"">(34 kb)</span></a>  </p>  <p>Â <a href=""/webdata/resources/files/Lord Robinson Brochure 2 June 08a.pdf"" target=""_blank"" title=""Lord Robinson Park Brochure"">Lord Robinson Park Brochure<img alt="""" src=""/webdata/graphics/mime_pdf.gif"" style=""padding-bottom: 0px; padding-left: 2px; padding-right: 2px; vertical-align: text-bottom; padding-top: 0px;""/><span class=""filesize"">(697 kb)</span></a></p></div>"
