OBJECTID,RECNO,NAME,F_CODE,OTHERDETLS,SOURCE,CLASS,COUNTY,LATITUDE,LONGITUDE,STATE,NAMEDBY,DATENAMED,DERIVATION,ORIGCODE,CURNAME,PREVNAME,ALTNAME,ELEVATION,PUBLIC_REL
47208,SA0063643,Bendigo Reserve,RESV,Named by City of Tea Tree Gully on either 14/09/2004 or 30/11/2004.,DAIS.22-413/02/0051 / Government Gazette 9/12/2004 /,LOCL,Adelaide,-34.83165671,138.67635732,SA,City of Tea Tree Gully,,,****,,,,,Y
47211,SA0039504,Linden Park Infant and Primary School,SCHL,,1:10 000 Mapsheet /,RECD,Adelaide,-34.94920565,138.64480501,SA,,,Located in the suburb of Linden Park,PLSA,,,,,Y
47213,SA0004343,Balhannah,LOCB,Private subdivision surveyed in 1840.  Name is a combination of the names of Jas. Thomson's sister Belle and his mother Hannah.  Boundaries created in February 2002 for long established for name.  Portion excluded and added to Mount George and a portion,Withdrawn Public Maps / Survey Diagram Book / 1877 Atlas / General Plan of the State / 1 Mile to 1 Inch Mapsheet / Captain Edmunds Map / 1:250 000 Mapsheet / 1:50 000 Mapsheet / History Books & Drawer 142 Pg 61 / DENR.9124/1994 / Government Gazette 20/02,GEOG,Adelaide,-34.99208743,138.82687645,SA,,,See Other Details,PR**,,,,,Y
47216,SA0018521,Gumbank,HMSD,,1:50 000 Mapsheet - 2nd Edition /,LOCL,Adelaide,-34.91831887,138.91527871,SA,,,,****,,,,,Y
47218,SA0022740,Norwood Pioneers Memorial Park,RESV,,1:10 000 Mapsheet /,LOCL,Adelaide,-34.92659579,138.64505539,SA,,,,****,,,,,Y
47219,SA0047420,Mulcra Avenue Reserve,RESV,,1:10 000 Mapsheet /,LOCL,Adelaide,-34.98726431,138.54631323,SA,,,,****,,,,,Y
47220,SA0018489,Gilleston,SUBD,private subdivision,Withdrawn Public Maps / 1 Mile to 1 Inch Mapsheet / 1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,RECH,Adelaide,-34.99072743,138.82540645,SA,,,,****,Balhannah (portion),,,,Y
46701,SA0023942,Findon,SUB,Name approved as as subdivision name by Nomenclature Committee 16/7/1926.,1:10 000 Mapsheet / 1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / Parliamentary Plan 336 /,GEOG,Adelaide,-34.90152465,138.52986446,SA,G Cortis,,"Town in Sussex, England",PLEN,,,,,Y
46702,SA0031387,Hove,SUB,"Originally a private subdivision. Includes the former subdivisions of Bellevue, Middle Brighton, Old Brighton and Ballara Park.  Portion excluded from Brighton and added to Hove on 27/7/2006.",Parliamentary Plan 336 / 1:100 000 Mapsheet / DL4870/1945 / Government Gazette 27/7/2006 / DAIS.22-413/06/0013 / Parliamentary Plan 336 / 1:50 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-35.01149387,138.52010252,SA,,,A town in England next to Brighton,PLEN,,,,,Y
46706,SA0018523,Gumeracha,LOCB,"Aboriginal name ""Umeracha""  taken from a nearby waterhole on the River Torrens.  Originally a private subdivision of Sections 6057/8 & 6048.  Town laid out in 1860 on land belonging to W B Randall.  Captain Randall M.P. informed H.C.Talbot that his fathe",Withdrawn Public Maps / Survey Diagram Book / General Plan of the State / 1:50 000 Mapsheet / 1:100 000 Mapsheet / 1:250 000 Mapsheet / Captain Edmunds Map / H C Talbot's 'The Talbot Book' / Rodney Cockburn's 'What's in a name? Nomenclature of South Aust,GEOG,Adelaide,-34.82705906,138.88323984,SA,,,See Other Details,AB**,,,,322 m,Y
46894,SA0027944,Greenacres Estate,SUBD,Private subdivision.  Name approved as a subdivision name by Nomenclature Committee on 27/3/1925 & 24/7/1925,,RECH,Adelaide,-34.87001599,138.63243618,SA,,,,****,Greenacres (portion),,,,Y
46895,SA0014101,Claraville,SUBD,Private subdivision,?,RECH,Adelaide,-34.88037545,138.59001551,SA,,,,****,Prospect (portion),,,,Y
46902,SA0019168,Woodside West,SUBD,,Withdrawn Public Maps /,RECH,Adelaide,-34.95072822,138.8747777,SA,,,,****,Woodside (portion),,,,Y
46903,SA0019024,Stewartdale,HMSD,,1:50 000 Mapsheet - 2nd Edition /,LOCL,Adelaide,-34.76503903,138.84783044,SA,,,,****,,,,,Y
46904,SA0033879,Kangarilla,LOCB,Boundaries created in April 1994 for long established name.  Portion within DC Mt Barker added in November 2003. Incorporates the Government Town of Yaroona.,1 Inch to 1 Mile Mapsheet / Government Gazette 21/4/1994 / DL.1256/1992 / DEHAA.04/0159 / Government Gazette 20/11/2003 / 1:100 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-35.15026458,138.65903183,SA,South Australian Government,,,****,,,,,Y
47231,SA0045666,Montacute,LOCB,"Boundaries created in October 2001 for the long established name.   A proposal by the Rostrevor residents within the Adelaide Hills Council area to rename portion of Rostrevor, Woodforde and Montacute as Morialta was not approved by the Surveyor-General",SD.6654 / Government Gazette 27/6/1985 / 1 Inch to 1 Mile Mapsheet / 1:50 000 Mapsheet / Government Gazette 25/10/2001 / DAIS.04/0149 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / DTEI.2010/18494/01 / Government Gazette 14/6/2012,GEOG,Adelaide,-34.893417,138.73497699,SA,,,,****,,,,,Y
47232,SA0018694,Lower Hermitage,LOCB,Boundaries created in October 2001 for the long established name.  Portion of Inglewood and Upper Hermitage added in October 2005.  Portion excluded from Lower Hermitage and added to Houghton on 25/8/2011.,SD.11336 / Government Gazette 12/5/1994 / 1:50 000 Mapsheet / 1:250 000 Mapsheet / Government Gazette 25/10/2001 / DAIS.04/0149 / DAIS.22-413/04/0028 / Government Gazette 27/10/2005 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / DT,GEOG,Adelaide,-34.81188782,138.76418868,SA,,,,****,,,,,Y
46711,SA0013155,Chain of Ponds,LOCB,"Named in 1842.  Town repurchased by EWS to prevent pollution of the Millbrook Reservoir, but the name is still recognised in the area.  Boundaries created in October 2001 for the long established name.",Government Gazette 25/10/2001 / DAIS.04/0149 / Rodney Cockburn's 'What's in a name? Nomenclature of South Australian' / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,GEOG,Adelaide,-34.8240085,138.83215928,SA,William Flavel,,Descriptive of the locality,DE**,,,,,Y
46917,SA0005115,Basket Range,LOCB,"See Rodney Cockburn's ""What's in a name? Nomenclature of South Australian"" pages 21 & 22 for one explanantion of the origin of this name.  Boundaries created in October 2001 for the long established name.  Portion excluded and added to the suburb of Asht",Withdrawn Public Maps / Captain Edmunds Map / 1:50 000 Mapsheet / Government Gazette 25/10/2001 / DAIS.04/0149 / DAIS.22-413/04/0009 / Government Gazette 27/5/2004 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / SD.11336 / Governmen,GEOG,Adelaide,-34.94194702,138.76292652,SA,,,See Other Details,****,,,,,Y
46918,SA0025568,Williamstown,LOCB,Originally a private subdivision of section 984.  William Symons was the original grantee of land.   Boundaries created for long established name in May 2003.,Withdrawn Public Maps / Survey Diagram Book / General Plan of the  State / 1877 Atlas / 1 Mile to 1 Inch Mapsheet / 1:50 000 Mapsheet / 1:250 000 Mapsheet / 1:10 000 Mapsheet / Government Gazette 29/08/1985 / SD.6654 / Government Gazette 15/05/2003 / DEH,GEOG,Adelaide,-34.67212003,138.88836243,SA,,,Possibly after William Symons,PR**,,,,,Y
47243,SA0023461,Fairfield,HMSD,,?,LOCH,Adelaide,-35.08950628,138.77660423,SA,,,,****,Belvidere (Homestead),,,,Y
47244,SA0024659,Founders Reserve,RESV,,1:10 000 Mapsheet /,LOCL,Adelaide,-34.84157643,138.65619692,SA,,,,****,,,,,Y
46725,SA0009205,Bradwood Park,RESV,,1:50 000 Mapsheet-3rd Edition /,LOCL,Adelaide,-35.05739586,138.72220413,SA,,,,****,,,,,Y
46726,SA0047256,Mountbatten Reserve,RESV,,?,LOCL,Adelaide,-35.03270457,138.59389303,SA,,,,****,,,,,Y
46728,SA0032122,Wharf No 15,PIER,,1:2 500 MFP Gillman Site Map / 1:10 000 Mapsheet /,RECD,Adelaide,-34.8391748,138.50986525,SA,,,,****,,,,,Y
46732,SA0038643,Landcross Farm,LOCB,Orginally proposed as Pedler Creek but objections raised due to association with the Pedler Creek dump. Locality discontinued in 2000 and area added to the locality of McLaren Vale.  Incorrectly shown on 1:50 000 Mapsheet-4th Edition.  No extent establis,Government Gazette 13/07/1995 / DENR.9123/1994 / Geographical Names Advisory Committee Minutes 6/4/1999 / DEHAA.04/0182 / Government Gazette 16/3/2000 / 1:50 000 Mapsheet-4th Edition /,RECH,Adelaide,-35.21165248,138.50724902,SA,,,Landcross Farm Homestead,PLSA,McLaren Vale (portion),,,,Y
46935,SA0059917,Saw Mill Gully,GLLY,,SD.6654 / Government Gazette 7/4/1988 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,GEOG,Adelaide,-35.04520661,138.78177503,SA,,,,****,,,,,Y
46936,SA0033652,Fern Hollow,HMSD,,1:50 000 Mapsheet-4th Edition /,LOCL,Adelaide,-35.15940498,138.69978216,SA,,,,****,,,,,Y
46937,SA0031870,Immanuel Primary School,SCHL,,1:10 000 Mapsheet /,RECD,Adelaide,-34.97439427,138.53554331,SA,,,,****,,,,,Y
47250,SA0056918,Prospect Hill,LOCB,Originally a private subdivision.  Boundaries created in August 2000 for the portion within the Alexandrina Council.  Portion within DC Mt Barker added in November 2003.,SD.11336 / 1 Inch to 1 Mile Mapsheet / Government Gazette 10/11/1994 / DEHAA.04/0083 / Government Gazette 31/8/2000 / DEHAA.04/0159 / Government Gazette 20/11/2003 / 1:100 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-35.22546492,138.73069142,SA,,,,****,,,,,Y
47254,SA0050414,Norbiton,SUBD,Private subdivision,,RECH,Adelaide,-34.851815,138.53436533,SA,,,,****,Ottoway (portion),,,,Y
47361,SA0041800,Woodville North,SUB,Originally a private subdivision of Section 412.  Name approved by the Nomenclature Committee as a subdivision name on 27/3/1925 & 24/7/1925.  Portion of Athol Park added.,DENR.04/0011 / Government Gazette 6/3/1997 / 1:10 000 Mapsheet / 1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / Parliamentary Plan 336 /,GEOG,Adelaide,-34.86772496,138.53980513,SA,,,See Woodville,****,,,,,Y
46735,SA0009764,Broadview Gardens,SUBD,Private subdivision.,?,RECH,Adelaide,-34.88402572,138.61629576,SA,,,,****,Broadview (portion),,,,Y
46940,SA0016713,Crafers Interchange,JUNC,,1:10 000 Mapsheet /,LOCL,Adelaide,-34.99823599,138.70162487,SA,,,,****,,,,,Y
46943,SA0018441,Fainfield,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.80938842,138.81646934,SA,,,,****,,,,,Y
46950,SA0003915,Kanyama,HMSD,,1:50 000 Mapsheet /,LOCL,Adelaide,-35.27390429,138.70108025,SA,,,,AB**,,,,,Y
47268,SA0053374,Paralowie Primary School,SCHL,Name approved by Geog Names Board in lieu of Salisbury North West Primary School in line with suburb name alterations.,Geographical Names Board Minutes 24/7/1980 / DL.2169/1979 /,RECD,Adelaide,-34.75383655,138.62029795,SA,,,Suburb of Paralowie,PLSA,,Salisbury North West Primary School,,,Y
47320,SA0018589,Inglewood,LOCB,Originally a private subdivision of Sections 5510 & 5513.  Boundaries created in October 2001 for the long established name.  Portion excluded and added Lower Hermitage in October 2005.,Withdrawn Public Maps / Paddock Plan / General Plan of the State / 1:50 000 Mapsheet / 1:100 000 Mapsheet / 1:250 000 Mapsheet / Government Gazette 25/10/2001 / DAIS.04/0149 / DAIS.22-413/04/0028 / Government Gazette 27/10/2005 / SD.11336 / Government Ga,GEOG,Adelaide,-34.82546783,138.77250856,SA,,,"A town in Cumberland, England",PLEN,,,,,Y
47324,SA0062672,South Malvern,SUBD,Private subdivision of sections 243 & 251.  Location is approximate only.,,RECH,Adelaide,-34.96350519,138.61159439,SA,,,,****,Malvern (portion),,,,Y
46960,SA0056063,Plympton Post Office,BLDG,,,RECD,Adelaide,-34.96478452,138.55288368,SA,,,,PLSA,,,,,Y
46961,SA0046488,Morphettville North,SUBD,Private subdivision.  Location is approximate to the northern portion of Morpehettville.,,RECH,Adelaide,-34.98281428,138.54173325,SA,,,,****,,,,,Y
46964,SA0012378,Carey Gully,LOCB,Possessive 's' deleted - vide Government Gazettee 5/12/1940.  Gully named by Young in 1849.  Private subdivision.  Boundaries created in February 1997 for long established name for the portion within the former District Council of Onkaparinga.  Portion w,Withdrawn Public Maps / General Plan of the State / 1:250 000 Mapsheet / 1:50 000 Mapsheet / Captain Edmunds Map / DENR.9124/1994 / Government Gazette 20/02/1997 / Government Gazette 12/8/1999 / DEHAA.04/0230 / Government Gazette 25/10/2001 / DAIS.04/014,GEOG,Adelaide,-34.96591684,138.75974609,SA,Young,,Patrick Carey,PR**,,Carey's Gully,,,Y
47283,SA0059537,Rowland Flat,LOCB,Originally a private subdivision of section 2716.  Named in the 1840's.  Gazetted as Rowland Flat on 5/12/1940.  Boundaries established for the portion within DC Light in May 1995.   Boundaries for portion within The Barossa Council added in May 2003.,Government Gazette 5/12/1940 / Withdrawn Public Maps / Survey Diagram Book / 1 Inch to 1 Mile Mapsheet / Government Gazette 18/5/1995 / DL.6742/1993 / 1:10 000 Mapsheet / 1:50 000 Mapsheet / Government Gazette 29/08/1985 / SD.6654 / Government Gazette 15,GEOG,Adelaide,-34.58088101,138.92826439,SA,,,"Edward Rowland, Merchant",PR**,,,,,Y
47285,SA0057837,The Range,LOCB,Boundaries created in January 1999 for the portion within the former District Council of Willunga. Portion within the Alexandrina Council added in August 2000.,SD.11336 / 1 Inch to 1 Mile Mapsheet / Government Gazette 10/11/1994 / Government Gazette 28/1/1999 / DENR.9100/1994 / DEHAA.04/0083 / Government Gazette 31/8/2000 / 1:100 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-35.24776355,138.62145975,SA,,,,****,,,,,Y
47341,SA0023451,Fairbanks Estate,SUBD,Private subdivision,,RECH,Adelaide,-34.89856487,138.54804472,SA,,,,****,Beverley (portion),,,,Y
46764,SA0024049,First Falls,WTRF,First Falls was declared a government reserve in 1856.  The low weir was built in 1885.  Name as shown on map published by the Friends of Black Hill & Morialta Inc.  Name approved by the Geographical Names Advisory Committee on 09/02/1993.,DL.1097/1991 / Bushwalking in Morialta and Black Hills Conservation Parks Guide (July 2001) /,RECD,Adelaide,-34.90793659,138.70657642,SA,,,,DE**,,,,,Y
46767,SA0032120,Wharf No 13,PIER,,1:2 500 MFP Gillman Site Map / 1:10 000 Mapsheet /,RECD,Adelaide,-34.83868478,138.50799524,SA,,,,****,,,,,Y
47295,SA0018684,Lobethal,LOCB,"Originally a private subdivision of sections 5116, 5124 & 5125. Name altered to Tweedvale in 1918. Altered back to Lobethal by Act 2231/1935. Boundaries created in February 1997 for long established for name.  Portion excluded from Charleston and added t",Parliamentary Paper 66/1916 Pg 3 / Government Gazette 10/1/1918 / SGO.5894/1916 / PR.122/1916 / Act 2231/1935 / DENR.9124/1994 / Government Gazette 20/02/1997 / Withdrawn Public Maps / General Plan of the State / 1877 Atlas / 1:250 000 Mapsheet / 1:50 00,GEOG,Adelaide,-34.90599847,138.87328842,SA,,,German meaning 'Valley of Praise',GR**,,Tweedvale,,427 m,Y
47298,SA0018499,Glenbrook,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.98514784,138.85952695,SA,,,,****,,,,,Y
47302,SA0017083,Cudlee Creek,STRM,"There are two possible derivations of this name as detailed, 1. From the Aboriginal word ""kudlee"", meaning dog; 2. Originally called Chudleigh Creek which was corrupted to the present form.",Withdrawn Public Maps / General Plan of the State / Captain Edmunds Map / 1 Mile to 1 Inch Mapsheet / 1:100 000 Mapsheet / 1:50 000 Mapsheet / 1:250 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / SD.11336 / Government,GEOG,Adelaide,-34.84250836,138.82953895,SA,,,See Other Details,****,,,,,Y
46569,SA0051571,Oakland Hills,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,LOCL,Adelaide,-35.22031498,138.73254152,SA,,,,****,,,,,Y
46570,SA0024317,Fletcher Dock,DOCK,,1:10 000 Mapsheet /,RECD,Adelaide,-34.84321462,138.49570502,SA,,,,****,,,,,Y
46572,SA0064417,St Thomas School,SCHL,,1:10 000 Mapsheet /,RECD,Adelaide,-34.95515499,138.58980427,SA,,,,****,,,,,Y
46573,SA0009522,Bridgewater,SUB,"Private subdivision of Sections 88 to 91, 97 & 1141 named in 1859.  The hotel in the area was changed to the Bridgewater Hotel by Mr Addison, the owner.  John Dunn then used the name for a private subdivision.  Suburb boundaries altered in 1985.  Portion",Parliamentary Paper 336 /Government Gazette 12/8/1999 / DEHAA.04/0232 / Government Gazette 19/12/1985 / DL.4838/1968 / DEHAA.04/0159 / Government Gazette 20/11/2003 / 1 Inch to 1 Mile Mapsheet / 1:100 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50,GEOG,Adelaide,-35.01636663,138.76799535,SA,J Dunn,,Bridgewater Hotel,PLSA,,,,,Y
46780,SA0024257,Hackham Creek,STRM,Name known locally and used within Council Planning Amendment Report.,DAIS.22-413/02/035 /,RECD,Adelaide,-35.16649268,138.49971969,SA,,,,PLSA,,,,,Y
46781,SA0004520,Banksia Park Primary School,SCHL,School opened in 1963.,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / SA Lands Department Property Register Printout 1988 /,RECD,Adelaide,-34.81014739,138.72493825,SA,Minister of Education,,Located in the suburb of Banksia Park,PLSA,,,,,Y
46788,SA0022278,Elizabeth Infant School,SCHL,Incorporated into the Davoren Park Primary School.,1:10 000 Mapsheet /,RECH,Adelaide,-34.68776752,138.67154963,SA,,,Elizabeth Field (suburb),PLSA,Daveron Park Primary School,,,,Y
46789,SA0055692,Pipiriki,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition /,LOCL,Adelaide,-34.82461384,139.023146,SA,,,,AB**,,,,,Y
46980,SA0038435,Faith Lutheran Church,BLDG,,DTEI Points of Interest Database /,RECD,Adelaide,-35.01325264,138.53628364,SA,,,,RELG,,,,,Y
46985,SA0044047,Meadows Flat Picnic Area,RESV,,DL.1174/1984 /,LOCL,Adelaide,-35.20593479,138.70848148,SA,Woods & Forests,,,****,,,,,Y
47073,SA0056427,Pooraka Railway Station,RSTA,8 mile north of Adelaide.  Name adopted in preference to Abattoirs Railway Station  - vide Government gazettee 5/12/1940.  Closed.,Government Gazette 5/12/1940 / DL.5890/1940 / 1:10 000 Mapsheet / 1:50 000 Mapsheet - 1st Edition /,RECH,Adelaide,-34.83643586,138.60274638,SA,,,Located in the suburb of Pooraka,PLSA,,Abbattoirs Railway Station,,,Y
47076,SA0032526,Jackson Reserve,RESV,,?,LOCL,Adelaide,-35.03904483,138.62093324,SA,,,,****,,,,,Y
47083,SA0016374,Corumbene,HMSD,,1:50 000 Mapsheet-3rd Edition /,LOCL,Adelaide,-35.13789364,138.56947098,SA,,,,****,,,,,Y
46576,SA0016764,Craigmore,SUB,"Name in common usage since 1901.  Craigmore homestead is not located in the suburb, but is at the eastern end of Craigmore Road in Section 4177 - information supplied verbally by Mrs Jillian Pearson, Historian, Munno Para Council.  Name approved as a sub",Geographical Names Board Minute Dated 3/8/1972 in DL.6450/1964 / DL.933/1976 / Government Gazette 29/9/1979 / 1:50 000 Mapsheet / Geographical Names Board Minutes 10/3/1977 / Geographical Names Board Minutes 1/5/1989 / DL.1043/1989 / Government Gazettes,GEOG,Adelaide,-34.70314784,138.70807981,SA,Geographical Names Board,1977/09/29,Craigmore Homestead,PLSA,,,,,Y
46579,SA0006796,Black Forest,SUB,"Originally a private subdivision.  Name adopted because of the deep shadow of the dense foliage of a gum forest, one time frequented by bush rangers and cattle thieves.  Declared a township in 1929.  Name approved by Nomenclature Committee for subdivisio","Rodney Cockburn's ""What's in a name? Nomenclature of South Australian"" Pg 15 / Government Gazette 11/4/1929 / 1:10 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / Parliamentary Plan 336 /",GEOG,Adelaide,-34.9616848,138.575884,SA,,,See Other Details,DE**,,,,,Y
46795,SA0005429,Willunga South,LOCB,Town surveyed in December 1879.  Boundaries created in 1999 for the long established name.  To realign the suburb line to coincide with the council boundary a portion was excluded from Willunga South and added to Willunga Hill in May 2007.  Incorporates,Withdrawn Public Maps / Survey Diagram Book / Government Gazette 4/3/1880 / SD.6654 / Government Gazette 20/09/1984 / Government Gazette 28/1/1999 / DENR. 9100/1994 / DTEI.22-413/07/0001 / Government Gazette 3/05/2007 / 1:50 000 Mapsheet / 1:50 000 Mapsh,GEOG,Adelaide,-35.28755303,138.55572053,SA,Governor Jervois,1880/03/04,See Willunga (popl),ABDE,,,,,Y
47092,SA0049507,New Rush Mine,MINE,,?,RECD,Adelaide,-35.08794612,138.76223409,SA,,,,****,,,,,Y
47093,SA0057954,Reade Park Reserve,RESV,,1:10 000 Mapsheet /,LOCL,Adelaide,-34.9817749,138.5959939,SA,,,,****,,,,,Y
47095,SA0028429,Brighton Cement Works,FTRY,,1 Inch to 1 Mile Mapsheet /,LOCH,Adelaide,-35.04002373,138.52350208,SA,,,,PLSA,,,,,Y
47096,SA0023480,Fairlane Downs,HMSD,,?,LOCL,Adelaide,-35.13992455,138.65107191,SA,,,,****,,,,,Y
46583,SA0013511,Cherryville,LOCB,"So named on account of the agricultural activities, i.e, the growing of cherry trees.  Boundaries created in October 2001 for the long established name.",Captain Edmunds Map / 1:250 000 Mapsheet / 1:50 000 Mapsheet / SD.11336 / Government Gazette 12/5/1994 / Government Gazette 25/10/2001 / DAIS.04/0149 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,GEOG,Adelaide,-34.91313721,138.76432701,SA,,,See Other Details,DE**,,,,,Y
46592,SA0051149,St Georges Cemetery,CEM,,DTEI Points of Interest Database /,LOCL,Adelaide,-34.59511122,138.76261516,SA,,,,****,,,Gawler Cemetery,,Y
46803,SA0040602,Adelaide Town Hall Complex,BLDG,"King William Street, Adelaide",Womersley Register /,RECD,Adelaide,-34.92742526,138.59869483,SA,,,,****,,,,,Y
46998,SA0045491,Modbury High School,SCHL,school opened in 1915,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / SA Lands Department Property Register Printout 1988 /,RECD,Adelaide,-34.8388869,138.69720745,SA,Minister of Education,,Located in the suburb of Modbury,PLSA,,,,,Y
46604,SA0037063,The Knob,HILL,,1:50 000 Mapsheet / 1:10 000 Mapsheet / SD.6654 / Government Gazette 29/08/1985 / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-34.67471934,138.82779168,SA,,,,DE**,,,,,Y
46819,SA0030225,Adelaide Children's Hospital,HOSP,"Allan Campbell Building, 58 King William Road, North Adelaide",General Principles of Development Control - Pg  275,RECD,Adelaide,-34.91292534,138.59780506,SA,,,,****,,,,,Y
46820,SA0055732,ANZ Bank and Shop,BLDG,"157-159 Melbourne Street, North Adelaide",General Principles of Development Control - Pg  201 / Womersley Register /,RECD,Adelaide,-34.90932544,138.6047852,SA,,,,****,,,,,Y
46822,SA0063164,Stepney,SUB,Originally a private subdivision of Section 259.,"1:10 000 Mapsheet / 1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / Parliamentary Plan 336 / Rodney Cockburn's ""What's in a name? Nomenclature of South Australian"" /",GEOG,Adelaide,-34.91351568,138.62826541,SA,G Muller,,His native home near London,PLEN,,,,,Y
46823,SA0042352,Malvern,SUB,Originall a private subdivision of Section 242.  T.J. Matters was a land agent.,"1:10 000 Mapsheet / 1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / Parliamentary Plan 336 / Rodney Cockburn's ""What's in a name? Nomenclature of South Australian"" /",GEOG,Adelaide,-34.9605152,138.61130443,SA,T J Matters,,"Town in Worcestershire, England",PLEN,,,,,Y
47112,SA0006319,Big Range,RANG,,Captain Edmunds Map / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / DTEI.22-413/07/0032 / Government Gazette 4/10/2007 /,GEOG,Adelaide,-34.89299752,138.78156755,SA,,,,****,,,,,Y
47115,SA0036565,Kilkenny Primary School,SCHL,School opened in 1889.,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / SA Lands Department Property Register Printout 1988 /,RECD,Adelaide,-34.89142495,138.55119487,SA,Minister of Education,,Name of adjacent suburb,****,,,,,Y
47118,SA0028925,Hale Wildlife Reserve,RESV,,Withdrawn Public Maps /,RECH,Adelaide,-34.69024013,138.90724236,SA,,,,****,Hale Conservation Park,,,,Y
46617,SA0028926,Hale Conservation Park,PARK,,Withdrawn Public Maps / 1:50 000 Mapsheet / 1:10 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,RECD,Adelaide,-34.69024013,138.90724236,SA,,,,****,,Hale Wildlife Reserve,,,Y
47029,SA0041728,Lyndoch,LOCB,Discovered by Colonel William Light.  Private subdivision.  Boundaries established for the portion within DC Light in May 1995.   Boundaries for portion within The Barossa Council added in May 2003.,Withdrawn Public Maps / Survey Diagram Book / General Plan of the  State / 1877 Atlas / 1 Mile to 1 Inch Mapsheet / 1:50 000 Mapsheet / 1:250 000 Mapsheet / 1:10 000 Mapsheet / Government Gazette 29/08/1985 / SD6654 / Government Gazette 18/5/1995 / DL.67,GEOG,Adelaide,-34.60375041,138.88662353,SA,,,Lyndoch Valley,PLSA,,,Lyndock,,Y
47032,SA0000050,Abbaston,HMSD,The 1:50 000 Barossa Mapsheet-4th Edition indicates the original homestead name of Abbaston has been reinstated. No homestead name was shown on the 1:50 000 Mapsheet- 3rd Edition.,1:50 000 Mapsheet - 1st Edition / 1:50 000 Mapsheet-4th Edition /,LOCL,Adelaide,-34.68159067,138.95110302,SA,,,,****,,Poppleton (Homestead),,,Y
47034,SA0003914,Mulberry Cottage,HMSD,,1:50 000 Mapsheet-1st Edition /,LOCL,Adelaide,-35.2701121,138.50576802,SA,,,,****,,,,,Y
47127,SA0050947,Norton Summit,LOCB,Originally a private subdivision of Section 1112.  Robert Norton was the first person to ascend this hill with a bullock dray in 1851.  Possessive 's' deleted - vide Government gazettee 5/12/1940.  Boundaries created in October 2001 for the long establis,Government Gazette 5/12/1940 / DL.6076/1940 / 1 Mile to 1 Inch Mapsheet / 1:50 000 Mapsheet / 1:10 000 Mapsheet / Government Gazette 25/10/2001 / DAIS.04/0149 / DAIS.22-413/03/0019 / Government Gazette 26/4/2007 / 1:50 000 Mapsheet - 3rd Edition / 1:50 0,GEOG,Adelaide,-34.92379668,138.72325635,SA,,,Robert Norton,PRSA,,Norton's Summit,,,Y
